region,technology,year,capacity_gw
Switzerland,Hydro,2002,13.295
Switzerland,Hydro,2003,13.311
Switzerland,Hydro,2004,13.317
Switzerland,Hydro,2005,13.356
Switzerland,Hydro,2006,13.355
Switzerland,Hydro,2007,13.465
Switzerland,Hydro,2008,13.475
Switzerland,Hydro,2009,13.522
Switzerland,Hydro,2010,13.723
Switzerland,Hydro,2011,13.77
Switzerland,Hydro,2012,13.803
Switzerland,Hydro,2013,13.817
Switzerland,Hydro,2014,13.744
Switzerland,Hydro,2015,13.815
Switzerland,Hydro,2016,14.806
Switzerland,Hydro,2017,15.353
Switzerland,Hydro,2018,15.542
Switzerland,Hydro,2019,15.574
Switzerland,Hydro,2020,15.594
Switzerland,Hydro,2021,15.594
Switzerland,Nuclear,2000,3.2
Switzerland,Nuclear,2001,3.2
Switzerland,Nuclear,2002,3.22
Switzerland,Nuclear,2003,3.22
Switzerland,Nuclear,2004,3.22
Switzerland,Nuclear,2005,3.22
Switzerland,Nuclear,2006,3.22
Switzerland,Nuclear,2007,3.22
Switzerland,Nuclear,2008,3.22
Switzerland,Nuclear,2009,3.238
Switzerland,Nuclear,2010,3.253
Switzerland,Nuclear,2011,3.278
Switzerland,Nuclear,2012,3.278
Switzerland,Nuclear,2013,3.278
Switzerland,Nuclear,2014,3.308
Switzerland,Nuclear,2015,3.333
Switzerland,Nuclear,2016,3.333
Switzerland,Nuclear,2017,3.333
Switzerland,Nuclear,2018,3.333
Switzerland,Nuclear,2019,3.333
Switzerland,Nuclear,2020,2.93
Switzerland,Nuclear,2021,2.93
Switzerland,Offshore wind,2000,0.0
Switzerland,Offshore wind,2001,0.0
Switzerland,Offshore wind,2002,0.0
Switzerland,Offshore wind,2003,0.0
Switzerland,Offshore wind,2004,0.0
Switzerland,Offshore wind,2005,0.0
Switzerland,Offshore wind,2006,0.0
Switzerland,Offshore wind,2007,0.0
Switzerland,Offshore wind,2008,0.0
Switzerland,Offshore wind,2009,0.0
Switzerland,Offshore wind,2010,0.0
Switzerland,Offshore wind,2011,0.0
Switzerland,Offshore wind,2012,0.0
Switzerland,Offshore wind,2013,0.0
Switzerland,Offshore wind,2014,0.0
Switzerland,Offshore wind,2015,0.0
Switzerland,Offshore wind,2016,0.0
Switzerland,Offshore wind,2017,0.0
Switzerland,Offshore wind,2018,0.0
Switzerland,Offshore wind,2019,0.0
Switzerland,Offshore wind,2020,0.0
Switzerland,Offshore wind,2021,0.0
Switzerland,Onshore wind,2000,0.003
Switzerland,Onshore wind,2001,0.005
Switzerland,Onshore wind,2002,0.005
Switzerland,Onshore wind,2003,0.005
Switzerland,Onshore wind,2004,0.009
Switzerland,Onshore wind,2005,0.012
Switzerland,Onshore wind,2006,0.012
Switzerland,Onshore wind,2007,0.012
Switzerland,Onshore wind,2008,0.014
Switzerland,Onshore wind,2009,0.018
Switzerland,Onshore wind,2010,0.042
Switzerland,Onshore wind,2011,0.046
Switzerland,Onshore wind,2012,0.049
Switzerland,Onshore wind,2013,0.06
Switzerland,Onshore wind,2014,0.06
Switzerland,Onshore wind,2015,0.06
Switzerland,Onshore wind,2016,0.075
Switzerland,Onshore wind,2017,0.075
Switzerland,Onshore wind,2018,0.075
Switzerland,Onshore wind,2019,0.075
Switzerland,Onshore wind,2020,0.08712
Switzerland,Onshore wind,2021,0.08712
Switzerland,PV,2000,0.016
Switzerland,PV,2001,0.018
Switzerland,PV,2002,0.02
Switzerland,PV,2003,0.022
Switzerland,PV,2004,0.024
Switzerland,PV,2005,0.028
Switzerland,PV,2006,0.03
Switzerland,PV,2007,0.037
Switzerland,PV,2008,0.049
Switzerland,PV,2009,0.079
Switzerland,PV,2010,0.125
Switzerland,PV,2011,0.223
Switzerland,PV,2012,0.437
Switzerland,PV,2013,0.756
Switzerland,PV,2014,1.061
Switzerland,PV,2015,1.394
Switzerland,PV,2016,1.664
Switzerland,PV,2017,1.906
Switzerland,PV,2018,2.173
Switzerland,PV,2019,2.498
Switzerland,PV,2020,2.9733899999999998
Switzerland,PV,2021,3.44878
United Kingdom,CCGT,2000,0.0
United Kingdom,CCGT,2001,0.0
United Kingdom,CCGT,2002,0.0
United Kingdom,CCGT,2003,0.0
United Kingdom,CCGT,2004,0.0
United Kingdom,CCGT,2005,0.0
United Kingdom,CCGT,2006,0.0
United Kingdom,CCGT,2007,0.0
United Kingdom,CCGT,2008,0.0
United Kingdom,CCGT,2009,0.0
United Kingdom,CCGT,2010,0.0
United Kingdom,CCGT,2011,0.0
United Kingdom,CCGT,2012,0.0
United Kingdom,CCGT,2013,0.0
United Kingdom,CCGT,2014,0.0
United Kingdom,CCGT,2015,0.0
United Kingdom,CCGT,2016,0.0
United Kingdom,CCGT,2017,0.0
United Kingdom,CCGT,2018,0.0
United Kingdom,CCGT,2019,0.0
United Kingdom,CCGT,2020,0.0
United Kingdom,CCGT,2021,0.0
United Kingdom,Hydro,2000,4.273
United Kingdom,Hydro,2001,4.417
United Kingdom,Hydro,2002,4.371
United Kingdom,Hydro,2003,4.273
United Kingdom,Hydro,2004,4.287
United Kingdom,Hydro,2005,4.289
United Kingdom,Hydro,2006,4.241
United Kingdom,Hydro,2007,4.266
United Kingdom,Hydro,2008,4.372
United Kingdom,Hydro,2009,4.384
United Kingdom,Hydro,2010,4.391
United Kingdom,Hydro,2011,4.423
United Kingdom,Hydro,2012,4.437
United Kingdom,Hydro,2013,4.453
United Kingdom,Hydro,2014,4.474
United Kingdom,Hydro,2015,4.676974
United Kingdom,Hydro,2016,4.733
United Kingdom,Hydro,2017,4.77
United Kingdom,Hydro,2018,4.773
United Kingdom,Hydro,2019,4.773
United Kingdom,Hydro,2020,4.775
United Kingdom,Hydro,2021,4.793
United Kingdom,Nuclear,2000,12.486
United Kingdom,Nuclear,2001,12.486
United Kingdom,Nuclear,2002,12.24
United Kingdom,Nuclear,2003,11.852
United Kingdom,Nuclear,2004,11.852
United Kingdom,Nuclear,2005,11.852
United Kingdom,Nuclear,2006,10.969
United Kingdom,Nuclear,2007,10.979
United Kingdom,Nuclear,2008,10.979
United Kingdom,Nuclear,2009,10.858
United Kingdom,Nuclear,2010,10.865
United Kingdom,Nuclear,2011,10.663
United Kingdom,Nuclear,2012,9.946
United Kingdom,Nuclear,2013,9.906
United Kingdom,Nuclear,2014,9.937
United Kingdom,Nuclear,2015,9.487
United Kingdom,Nuclear,2016,9.261
United Kingdom,Nuclear,2017,9.261
United Kingdom,Nuclear,2018,9.261
United Kingdom,Nuclear,2019,9.261
United Kingdom,Nuclear,2020,8.241
United Kingdom,Nuclear,2021,8.288
United Kingdom,Offshore wind,2000,0.0038
United Kingdom,Offshore wind,2001,0.0038
United Kingdom,Offshore wind,2002,0.0038
United Kingdom,Offshore wind,2003,0.0638
United Kingdom,Offshore wind,2004,0.1238
United Kingdom,Offshore wind,2005,0.21380000000000002
United Kingdom,Offshore wind,2006,0.3038
United Kingdom,Offshore wind,2007,0.39380000000000004
United Kingdom,Offshore wind,2008,0.5962000000000001
United Kingdom,Offshore wind,2009,0.9512
United Kingdom,Offshore wind,2010,1.34145
United Kingdom,Offshore wind,2011,1.83825
United Kingdom,Offshore wind,2012,2.99545
United Kingdom,Offshore wind,2013,3.69595
United Kingdom,Offshore wind,2014,4.5013000000000005
United Kingdom,Offshore wind,2015,5.0934
United Kingdom,Offshore wind,2016,5.293399999999999
United Kingdom,Offshore wind,2017,6.987850000000001
United Kingdom,Offshore wind,2018,8.2165
United Kingdom,Offshore wind,2019,9.970733000000001
United Kingdom,Offshore wind,2020,10.383049999999999
United Kingdom,Offshore wind,2021,12.70005
United Kingdom,Onshore wind,2000,0.4082
United Kingdom,Onshore wind,2001,0.48919999999999997
United Kingdom,Onshore wind,2002,0.5302
United Kingdom,Onshore wind,2003,0.6782
United Kingdom,Onshore wind,2004,0.8092
United Kingdom,Onshore wind,2005,1.3512
United Kingdom,Onshore wind,2006,1.6512
United Kingdom,Onshore wind,2007,2.0831999999999997
United Kingdom,Onshore wind,2008,2.8498
United Kingdom,Onshore wind,2009,3.4708
United Kingdom,Onshore wind,2010,4.079782
United Kingdom,Onshore wind,2011,4.758035
United Kingdom,Onshore wind,2012,6.03497
United Kingdom,Onshore wind,2013,7.586322
United Kingdom,Onshore wind,2014,8.572653
United Kingdom,Onshore wind,2015,9.212234
United Kingdom,Onshore wind,2016,10.832535
United Kingdom,Onshore wind,2017,12.597147999999999
United Kingdom,Onshore wind,2018,13.550721
United Kingdom,Onshore wind,2019,14.124647999999999
United Kingdom,Onshore wind,2020,14.10194
United Kingdom,Onshore wind,2021,14.42994
United Kingdom,PV,2000,0.002
United Kingdom,PV,2001,0.003
United Kingdom,PV,2002,0.004
United Kingdom,PV,2003,0.006
United Kingdom,PV,2004,0.008
United Kingdom,PV,2005,0.011
United Kingdom,PV,2006,0.014
United Kingdom,PV,2007,0.018
United Kingdom,PV,2008,0.023
United Kingdom,PV,2009,0.027
United Kingdom,PV,2010,0.095
United Kingdom,PV,2011,1.0
United Kingdom,PV,2012,1.753
United Kingdom,PV,2013,2.937
United Kingdom,PV,2014,5.528
United Kingdom,PV,2015,9.601218999999999
United Kingdom,PV,2016,11.914
United Kingdom,PV,2017,12.76
United Kingdom,PV,2018,13.073
United Kingdom,PV,2019,13.346
United Kingdom,PV,2020,13.46248
United Kingdom,PV,2021,13.689
